"transactionid","date","transType","meterReading","prevReading","usage","contypeid","discountcode","bill","month","year","payment","processedBy","or_number","acctID_id","penaltyCode_id"
"24924","2023-02-13","Billing","603","0","603","C001",\N,"1774","1","2023","0","ryanbohol","","0000000031-01",\N
"24925","2023-02-13","Billing","4576","4561","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000030-01",\N
"24926","2023-02-13","Billing","7823","7794","29","C001",\N,"52","1","2023","0","ryanbohol","","0000000029-01",\N
"24927","2023-02-13","Billing","7910","0","7910","C001",\N,"23695","1","2023","0","ryanbohol","","0000000028-01",\N
"24928","2023-02-13","Billing","28781","28705","76","C001",\N,"193","1","2023","0","ryanbohol","","0000001215-01",\N
"24929","2023-02-13","Billing","5286","5269","17","C001",\N,"25","1","2023","0","ryanbohol","","0000000025-01",\N
"24930","2023-02-13","Billing","902","0","902","C001",\N,"2671","1","2023","0","ryanbohol","","0000000024-01",\N
"24931","2023-02-13","Billing","1871","1865","6","C001",\N,"25","1","2023","0","ryanbohol","","0000000019-01",\N
"24932","2023-02-13","Billing","2678","0","2678","C001",\N,"7999","1","2023","0","ryanbohol","","0000000012-01",\N
"24933","2023-02-13","Billing","7401","7377","24","C001",\N,"37","1","2023","0","ryanbohol","","0000000015-01",\N
"24934","2023-02-13","Billing","408","0","408","C001",\N,"1189","1","2023","0","liza1973","","0000001453-01",\N
"24935","2023-02-13","Billing","8","0","8","C001",\N,"25","1","2023","0","ryanbohol","","0000002053-01",\N
"24936","2023-02-13","Billing","676","0","676","C001",\N,"1993","1","2023","0","liza1973","","0000001457-01",\N
"24937","2023-02-13","Billing","457","0","457","C001",\N,"1336","1","2023","0","ryanbohol","","0000001864-01",\N
"24938","2023-02-13","Billing","926","0","926","C001",\N,"2743","1","2023","0","liza1973","","0000000292-01",\N
"24939","2023-02-13","Billing","1413","0","1413","C001",\N,"4204","1","2023","0","ryanbohol","","0000000011-01",\N
"24940","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000390-01",\N
"24941","2023-02-13","Billing","7542","7521","21","C001",\N,"28","1","2023","0","ryanbohol","","0000001000-01",\N
"24942","2023-02-13","Billing","1048","0","1048","C001",\N,"3109","1","2023","0","liza1973","","0000000286-01",\N
"24943","2023-02-13","Billing","3982","3967","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000005-01",\N
"24944","2023-02-13","Billing","1107","1069","38","C001",\N,"79","1","2023","0","liza1973","","0000001456-01",\N
"24945","2023-02-13","Billing","1498","0","1498","C001",\N,"4459","1","2023","0","ryanbohol","","0000000006-01",\N
"24946","2023-02-13","Billing","4066","0","4066","C001",\N,"12163","1","2023","0","ryanbohol","","0000001086-01",\N
"24947","2023-02-13","Billing","2537","0","2537","C001",\N,"7576","1","2023","0","liza1973","","0000001051-01",\N
"24948","2023-02-13","Billing","2864","2782","82","C001",\N,"211","1","2023","0","ryanbohol","","0000000003-01",\N
"24949","2023-02-13","Billing","368","0","368","C001",\N,"1069","1","2023","0","liza1973","","0000000984-01",\N
"24950","2023-02-13","Billing","1519","1475","44","C001",\N,"97","1","2023","0","ryanbohol","","0000000215-01",\N
"24951","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001082-01",\N
"24952","2023-02-13","Billing","6229","0","6229","C001",\N,"18652","1","2023","0","ryanbohol","","0000000963-01",\N
"24953","2023-02-13","Billing","9241","9198","43","C001",\N,"94","1","2023","0","ryanbohol","","0000000002-01",\N
"24954","2023-02-13","Billing","1624","0","1624","C001",\N,"4837","1","2023","0","liza1973","","0000001438-01",\N
"24955","2023-02-13","Billing","2655","0","2655","C001",\N,"7930","1","2023","0","ryanbohol","","0000000575-01",\N
"24956","2023-02-13","Billing","1549","0","1549","C001",\N,"4612","1","2023","0","liza1973","","0000001038-01",\N
"24957","2023-02-13","Billing","2500","2475","25","C001",\N,"40","1","2023","0","ryanbohol","","0000001354-01",\N
"24958","2023-02-13","Billing","204","0","204","C001",\N,"577","1","2023","0","liza1973","","0000001450-01",\N
"24959","2023-02-13","Billing","9428","0","9428","C001",\N,"28249","1","2023","0","ryanbohol","","0000000001-01",\N
"24960","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000398-01",\N
"24961","2023-02-13","Billing","822","0","822","C001",\N,"2431","1","2023","0","liza1973","","0000001869-01",\N
"24962","2023-02-13","Billing","4090","0","4090","C001",\N,"12235","1","2023","0","ryanbohol","","0000000973-01",\N
"24963","2023-02-13","Billing","705","593","705","C001",\N,"2080","1","2023","0","liza1973","","0000001446-01",\N
"24964","2023-02-13","Billing","418","417","1","C001",\N,"25","1","2023","0","ryanbohol","","0000000045-01",\N
"24965","2023-02-13","Billing","3960","3935","-3935","C001",\N,"25","1","2023","0","ryanbohol","","0000000400-01",\N
"24966","2023-02-13","Billing","1208","0","1208","C001",\N,"3589","1","2023","0","liza1973","","0000001447-01",\N
"24967","2023-02-13","Billing","1564","0","1564","C001",\N,"4657","1","2023","0","liza1973","","0000001448-01",\N
"24968","2023-02-13","Billing","4096","0","4096","C001",\N,"12253","12","2022","0","ryanbohol","","0000000047-01",\N
"24969","2023-02-13","Billing","2544","0","2544","C001",\N,"7597","1","2023","0","liza1973","","0000001449-01",\N
"24970","2023-02-13","Billing","4128","4096","32","C001",\N,"61","1","2023","0","ryanbohol","","0000000047-01",\N
"24971","2023-02-13","Billing","387","0","387","C001",\N,"1126","12","2022","0","liza1973","","0000001453-01",\N
"24972","2023-02-13","Billing","1087","0","1087","C001",\N,"3226","12","2022","0","ryanbohol","","0000001159-01",\N
"24973","2023-02-13","Billing","632","0","632","C001",\N,"1861","12","2022","0","liza1973","","0000001457-01",\N
"24974","2023-02-13","Billing","890","0","890","C001",\N,"2635","12","2022","0","liza1973","","0000000292-01",\N
"24975","2023-02-13","Billing","2386","2378","8","C001",\N,"25","1","2023","0","ryanbohol","","0000001163-01",\N
"24976","2023-02-13","Billing","1022","0","1022","C001",\N,"3031","12","2022","0","liza1973","","0000000286-01",\N
"24977","2023-02-13","Billing","16824","0","16824","C001",\N,"50437","12","2022","0","ryanbohol","","0000000050-01",\N
"24978","2023-02-13","Billing","906","0","906","C001",\N,"2683","12","2022","0","liza1973","","0000001051-01",\N
"24979","2023-02-13","Billing","16870","16824","46","C001",\N,"103","1","2023","0","ryanbohol","","0000000050-01",\N
"24980","2023-02-13","Billing","2488","0","2488","C001",\N,"7429","12","2022","0","liza1973","","0000001444-01",\N
"24981","2023-02-13","Billing","363","0","363","C001",\N,"1054","12","2022","0","liza1973","","0000000984-01",\N
"24982","2023-02-13","Billing","0","0","0","C001",\N,"25","12","2022","0","liza1973","","0000001082-01",\N
"24983","2023-02-13","Billing","1501","1024","1544","C001",\N,"4597","12","2022","0","liza1973","","0000001438-01",\N
"24984","2023-02-13","Billing","202","0","202","C001",\N,"571","12","2022","0","liza1973","","0000001450-01",\N
"24985","2023-02-13","Billing","810","0","810","C001",\N,"2395","12","2022","0","liza1973","","0000001869-01",\N
"24986","2023-02-13","Billing","703","0","703","C001",\N,"2074","12","2022","0","liza1973","","0000001446-01",\N
"24987","2023-02-13","Billing","1162","0","1162","C001",\N,"3451","12","2022","0","liza1973","","0000001447-01",\N
"24988","2023-02-13","Billing","1516","0","1516","C001",\N,"4513","12","2022","0","liza1973","","0000001448-01",\N
"24989","2023-02-13","Billing","2447","0","2447","C001",\N,"7306","12","2022","0","liza1973","","0000001449-01",\N
"24990","2023-02-13","Billing","1978","0","1978","C001",\N,"5899","12","2022","0","liza1973","","0000001391-01",\N
"24991","2023-02-13","Billing","257","0","257","C001",\N,"736","12","2022","0","liza1973","","0000001778-01",\N
"24992","2023-02-13","Billing","317","0","317","C001",\N,"916","12","2022","0","liza1973","","0000001779-01",\N
"24993","2023-02-13","Billing","346","0","346","C001",\N,"1003","12","2022","0","liza1973","","0000001809-01",\N
"24994","2023-02-13","Billing","438","0","438","C001",\N,"1279","12","2022","0","liza1973","","0000001780-01",\N
"24995","2023-02-13","Billing","1299","0","1299","C001",\N,"3862","12","2022","0","liza1973","","0000001452-01",\N
"24996","2023-02-13","Billing","755","463","755","C001",\N,"2230","12","2022","0","liza1973","","0000000033-01",\N
"24997","2023-02-13","Billing","470","0","470","C001",\N,"1375","12","2022","0","liza1973","","0000001872-01",\N
"24998","2023-02-13","Billing","2486","0","2486","C001",\N,"7423","12","2022","0","ryanbohol","","0000001068-01",\N
"24999","2023-02-13","Billing","225","0","225","C001",\N,"640","12","2022","0","liza1973","","0000001781-01",\N
"25000","2023-02-13","Billing","2506","2486","20","C001",\N,"25","1","2023","0","ryanbohol","","0000001068-01",\N
"25001","2023-02-13","Billing","447","0","447","C001",\N,"1306","12","2022","0","liza1973","","0000001062-01",\N
"25002","2023-02-13","Billing","3235","3215","20","C001",\N,"25","1","2023","0","ryanbohol","","0000001069-01",\N
"25003","2023-02-13","Billing","7352","0","7352","C001",\N,"22021","12","2022","0","liza1973","","0000001844-01",\N
"25004","2023-02-13","Billing","3669","3657","12","C001",\N,"25","1","2023","0","ryanbohol","","0000000052-01",\N
"25005","2023-02-13","Billing","348","0","348","C001",\N,"1009","12","2022","0","liza1973","","0000001969-01",\N
"25006","2023-02-13","Billing","4176","0","4176","C001",\N,"12493","1","2023","0","ryanbohol","","0000000053-01",\N
"25007","2023-02-13","Billing","6788","0","6788","C001",\N,"20329","1","2023","0","ryanbohol","","0000000055-01",\N
"25008","2023-02-13","Billing","160","0","160","C001",\N,"445","12","2022","0","liza1973","","0000002029-01",\N
"25009","2023-02-13","Billing","1244","0","1244","C001",\N,"3697","12","2022","0","ryanbohol","","0000000057-01",\N
"25010","2023-02-13","Billing","1279","1244","35","C001",\N,"70","1","2023","0","ryanbohol","","0000000057-01",\N
"25011","2023-02-13","Billing","4270","4159","111","C001",\N,"298","1","2023","0","ryanbohol","","0000000060-01",\N
"25012","2023-02-13","Billing","3805","0","3805","C001",\N,"11380","12","2022","0","ryanbohol","","0000000062-01",\N
"25013","2023-02-13","Billing","3809","3805","4","C001",\N,"25","1","2023","0","ryanbohol","","0000000062-01",\N
"25014","2023-02-13","Billing","0","4886","-4886","C001",\N,"25","1","2023","0","ryanbohol","","0000000408-01",\N
"25015","2023-02-13","Billing","6596","6590","6","C001",\N,"25","1","2023","0","ryanbohol","","0000000064-01",\N
"25016","2023-02-13","Billing","9600","9578","22","C001",\N,"31","1","2023","0","ryanbohol","","0000000066-01",\N
"25017","2023-02-13","Billing","94","0","94","C001",\N,"247","12","2022","0","ryanbohol","","0000000068-01",\N
"25018","2023-02-13","Billing","270","0","270","C001",\N,"775","12","2022","0","liza1973","","0000002036-01",\N
"25019","2023-02-13","Billing","104","94","10","C001",\N,"25","1","2023","0","ryanbohol","","0000000068-01",\N
"25020","2023-02-13","Billing","5775","5732","43","C001",\N,"94","1","2023","0","ryanbohol","","0000000070-01",\N
"25021","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","ryanbohol","","0000000412-01",\N
"25022","2023-02-13","Billing","1024","0","1024","C002",\N,"4046","12","2022","0","liza1973","","0000002028-01",\N
"25023","2023-02-13","Billing","80","0","80","C001",\N,"205","12","2022","0","liza1973","","0000002079-01",\N
"25024","2023-02-13","Billing","2465","0","2465","C001",\N,"7360","12","2022","0","ryanbohol","","0000000072-01",\N
"25025","2023-02-13","Billing","132","0","132","C001",\N,"361","12","2022","0","liza1973","","0000002102-01",\N
"25026","2023-02-13","Billing","2480","2465","15","C001",\N,"25","1","2023","0","ryanbohol","","0000000072-01",\N
"25027","2023-02-13","Billing","5","0","5","C001",\N,"25","12","2022","0","liza1973","","0000002116-01",\N
"25028","2023-02-13","Billing","2422","0","2422","C001",\N,"7231","12","2022","0","ryanbohol","","0000000074-01",\N
"25029","2023-02-13","Billing","2431","2422","9","C001",\N,"25","1","2023","0","ryanbohol","","0000000074-01",\N
"25030","2023-02-13","Billing","29","0","26","C001",\N,"43","12","2022","0","liza1973","","0000002117-01",\N
"25031","2023-02-13","Billing","0","0","0","C001",\N,"25","12","2022","0","liza1973","","0000000932-01",\N
"25032","2023-02-13","Billing","0","0","0","C001",\N,"25","12","2022","0","liza1973","","0000000948-01",\N
"25033","2023-02-13","Billing","26","0","26","C001",\N,"43","12","2022","0","liza1973","","0000002120-01",\N
"25034","2023-02-13","Billing","2249","2239","10","C001",\N,"25","1","2023","0","ryanbohol","","0000001178-01",\N
"25035","2023-02-13","Billing","2","0","2","C001",\N,"25","12","2022","0","liza1973","","0000002113-01",\N
"25036","2023-02-13","Billing","3224","3209","15","C001",\N,"25","1","2023","0","ryanbohol","","0000001232-01",\N
"25037","2023-02-13","Billing","620","588","620","C001",\N,"1825","12","2022","0","ryanbohol","","0000001301-01",\N
"25038","2023-02-13","Billing","0","0","0","C001",\N,"25","12","2022","0","ryanbohol","","0000001353-01",\N
"25039","2023-02-13","Billing","643","620","23","C001",\N,"34","1","2023","0","ryanbohol","","0000001301-01",\N
"25040","2023-02-13","Billing","7680","7637","43","C001",\N,"94","1","2023","0","ryanbohol","","0000000076-01",\N
"25041","2023-02-13","Billing","2521","1978","543","C001",\N,"1594","1","2023","0","liza1973","","0000001391-01",\N
"25042","2023-02-13","Billing","266","257","9","C001",\N,"25","1","2023","0","liza1973","","0000001778-01",\N
"25043","2023-02-13","Billing","347","317","30","C001",\N,"55","1","2023","0","liza1973","","0000001779-01",\N
"25044","2023-02-13","Billing","361","346","15","C001",\N,"25","1","2023","0","liza1973","","0000001809-01",\N
"25045","2023-02-13","Billing","446","438","8","C001",\N,"25","1","2023","0","liza1973","","0000001780-01",\N
"25046","2023-02-13","Billing","1363","1299","64","C001",\N,"157","1","2023","0","liza1973","","0000001452-01",\N
"25047","2023-02-13","Billing","819","755","64","C001",\N,"157","1","2023","0","liza1973","","0000000033-01",\N
"25048","2023-02-13","Billing","473","470","3","C001",\N,"25","1","2023","0","liza1973","","0000001872-01",\N
"25049","2023-02-13","Billing","4885","4865","20","C001",\N,"25","1","2023","0","ryanbohol","","0000000078-01",\N
"25050","2023-02-13","Billing","249","225","24","C001",\N,"37","1","2023","0","liza1973","","0000001781-01",\N
"25051","2023-02-13","Billing","1247","1220","27","C001",\N,"46","1","2023","0","ryanbohol","","0000000487-01",\N
"25052","2023-02-13","Billing","447","447","0","C001",\N,"25","1","2023","0","liza1973","","0000001062-01",\N
"25053","2023-02-13","Billing","1205","1153","52","C001",\N,"121","1","2023","0","ryanbohol","","0000001894-01",\N
"25054","2023-02-13","Billing","569","0","569","C001",\N,"1672","1","2023","0","ryanbohol","","0000000080-01",\N
"25055","2023-02-13","Billing","7401","7352","49","C001",\N,"112","1","2023","0","liza1973","","0000001844-01",\N
"25056","2023-02-13","Billing","5643","5620","23","C001",\N,"34","1","2023","0","ryanbohol","","0000001369-01",\N
"25057","2023-02-13","Billing","392","348","44","C001",\N,"97","1","2023","0","liza1973","","0000001969-01",\N
"25058","2023-02-13","Billing","3967","3929","38","C001",\N,"79","1","2023","0","ryanbohol","","0000000085-01",\N
"25059","2023-02-13","Billing","176","0","16","C001",\N,"25","1","2023","0","liza1973","","0000002029-01",\N
"25060","2023-02-13","Billing","36","0","0","C001",\N,"25","1","2023","0","liza1973","","0000002110-01",\N
"25061","2023-02-13","Billing","3166","3138","-3138","C001",\N,"25","1","2023","0","liza1973","","0000000538-01",\N
"25062","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001850-01",\N
"25063","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001849-01",\N
"25064","2023-02-13","Billing","1105","1024","81","C002",\N,"274","1","2023","0","liza1973","","0000002028-01",\N
"25065","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001292-01",\N
"25066","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001468-01",\N
"25067","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001219-01",\N
"25068","2023-02-13","Billing","0","0","0","C001",\N,"25","1","2023","0","liza1973","","0000001055-01",\N
"25069","2023-02-13","Billing","8881","0","8881","C001",\N,"26608","12","2022","0","ryanbohol","","0000000087-01",\N
